id,Zip Code,area,age_con,sex,ethnicity,,,,,,,q44,q45,q46,q48,q50,q51_1,q51_2,q51_3,q52_1,,q52_2,,q52_3,,q52_4,,q52_5,,q52_6,,q52_7,,q52_8,,q52_9,,q52_10,,,sts,trust,conspiracy,complexity,open,conscie,extrav,agreeab,neuro
1540,85050,urban,61,Female,White/Caucasian,5,5,1,Seperated,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Mass school shootings,,,High impact,3,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,No impact,0,Low impact,1,Low impact,1,No impact,0,No impact,0,2,28,3,8,17,15,14,16,16,17
1542,85140,urban,49,Female,White/Caucasian,9,2,3,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That there is no great gap between rich and poor,Democracy,Neither,Neither,Gas prices,Inflation,Recession,High impact,3,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,1,22,2.3333333,7,13,15,15,16,21,20
1543,85213,urban,70,Female,White/Caucasian,7,6,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None,,,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,No impact,0,No impact,0,No impact,0,Medium impact,2,Low impact,1,Low impact,1,4,22,3.3333333,5,14,17,16,16,15,7
1544,85712,urban,31,Female,Hispanic,1,2,5,Single,Other,0,Did not vote,That there is no great gap between rich and poor,Democracy,Neither,Neither,covid,,,High impact,3,High impact,3,High impact,3,High impact,3,Low impact,1,Low impact,1,High impact,3,High impact,3,Low impact,1,Low impact,1,9,27,1.3333334,14,9,20,18,15,17,20
1545,85016,urban,36,Other,White/Caucasian,2,4,1,Married or Partnered,Unemployed,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,Inflation,,,High impact,3,Low impact,1,Low impact,1,High impact,3,Low impact,1,No impact,0,High impact,3,Low impact,1,Low impact,1,Low impact,1,6,26,3,6,17,21,16,11,15,15
1546,85756,urban,24,Female,Hispanic,1,3,4,Single,Unemployed,2,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,Inflation,Minimum wage but being rised for over a decade,More taxes on working class,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Medium impact,2,12,28,1,8,19,19,11,14,13,15
1547,85122,rural,51,Male,Hispanic,6,2,1,Seperated,Employed Full-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None,,,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,High impact,3,High impact,3,Medium impact,2,High impact,3,13,22,2.6666667,12,15,17,20,15,19,6
1548,85042,urban,18,Female,Asian,5,2,3,Single,Employed Part-time,2,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,covid,hurricane hilary,earthquake,High impact,3,High impact,3,High impact,3,Low impact,1,Medium impact,2,Medium impact,2,High impact,3,High impact,3,Low impact,1,Medium impact,2,11,29,3,7,14,18,18,18,12,12
1549,85004,urban,41,Male,White/Caucasian,1,2,1,Single,Unemployed,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,Inflation,Social security issues,Healthcare,High impact,3,Medium impact,2,Low impact,1,High impact,3,Medium impact,2,Medium impact,2,No impact,0,Medium impact,2,Low impact,1,Medium impact,2,7,23,3.3333333,8,13,14,13,11,14,20
1550,85024,urban,48,Male,White/Caucasian,5,5,1,Single,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Ukraine,Row v Wade,Trump,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,High impact,3,No impact,0,Low impact,1,Low impact,1,Medium impact,2,7,32,4,5,16,20,18,20,16,9
1551,85634,rural,38,Male,Native American,1,2,1,Single,Employed Part-time,2,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,I had the flu corona virus,,,Low impact,1,Medium impact,2,Low impact,1,High impact,3,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,7,18,3.3333333,5,14,10,11,13,10,11
1552,85383,urban,76,Male,White/Caucasian,3,6,3,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,democracy,voting rights,,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,28,4.3333335,5,15,10,20,7,21,3
1553,85307,urban,36,Female,White/Caucasian,5,3,6,Married or Partnered,Other,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Housing market,Inflation,,High impact,3,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,No impact,0,Medium impact,2,Low impact,1,Low impact,1,5,31,3.3333333,10,11,13,19,16,19,13
1555,85730,urban,52,Male,Hispanic,4,3,1,Single,Employed Full-time,0,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,Loss of family ties,,,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,No impact,0,Low impact,1,No impact,0,Medium impact,2,4,23,2.3333333,16,14,15,16,12,11,14
1556,85011,urban,35,Female,Black/African-American,8,5,5,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Hard job,Financial statue,Children,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Medium impact,2,12,19,3,14,15,19,17,16,13,10
1557,85365,urban,20,Female,Hispanic,3,2,6,Married or Partnered,Other,2,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Autocracy,No jobs,No food,Sick people,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,15,28,3.6666667,8,11,13,17,12,18,20
1558,85345,urban,74,Male,White/Caucasian,7,5,1,Single,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,none,,,High impact,3,High impact,3,High impact,3,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,36,1.6666666,8,19,21,15,15,21,3
1560,85008,urban,68,Female,White/Caucasian,7,6,3,Seperated,Retired,2,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Autocracy,Democracy,Maui Fires,,,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,7,27,3.6666667,7,14,10,20,15,20,7
1561,85297,urban,53,Female,Hispanic,6,2,3,Married or Partnered,Employed Full-time,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Economic,Crime,,High impact,3,Medium impact,2,Low impact,1,No impact,0,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,No impact,0,2,19,1.3333334,7,14,15,14,18,17,16
1562,85544,rural,67,Male,White/Caucasian,5,3,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Climate change,,,Medium impact,2,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,High impact,3,High impact,3,Medium impact,2,10,26,4.6666665,9,17,16,17,12,21,7
1563,85715,urban,46,Male,White/Caucasian,7,5,1,Seperated,Employed Full-time,3,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,Political divide has lost important connections,Inflation has damaged my support system,,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,No impact,0,6,26,3,8,17,18,17,15,18,11
1565,85704,urban,57,Male,Black/African-American,1,5,1,Single,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,homelessness...it has ia strong impact for people I know and the rising costs of living has a strong impact on me,,,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,No impact,0,Low impact,1,6,36,4,8,14,18,21,13,20,4
1566,85710,urban,69,Female,White/Caucasian,5,5,2,Seperated,Retired,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,Fire in Hawaii,CA storms,,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,No impact,0,Low impact,1,No impact,0,Medium impact,2,No impact,0,No impact,0,3,21,3.6666667,5,16,14,17,14,17,10
1567,85614,rural,78,Male,White/Caucasian,8,6,2,Married or Partnered,Retired,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,Wildfires in Maui,Climate change,War in Ukraine,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,No impact,0,Low impact,1,5,26,3.3333333,6,13,11,16,18,15,12
1568,85395,urban,71,Male,White/Caucasian,10,3,2,Married or Partnered,Retired,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,Inflation & economy,Illegal immigration,Loss of civil rights,High impact,3,High impact,3,No impact,0,High impact,3,High impact,3,High impact,3,Medium impact,2,No impact,0,Medium impact,2,Low impact,1,8,29,4,11,10,14,13,15,19,15
1570,86442,urban,74,Female,White/Caucasian,5,5,2,Married or Partnered,Employed Part-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Maui Fires,Hurricanes,Hunter Biden,Medium impact,2,No impact,0,Low impact,1,Low impact,1,No impact,0,No impact,0,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,6,28,3,8,15,20,20,19,19,5
1575,85207,rural,48,Female,White/Caucasian,5,4,4,Widowed,Employed Full-time,2,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,Death,Loss of property,Loss of Income,No impact,0,Low impact,1,High impact,3,High impact,3,High impact,3,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,High impact,3,10,33,3.3333333,10,11,21,18,12,21,11
1576,85395,urban,28,Female,White/Caucasian,6,2,3,Married or Partnered,Other,0,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Democracy,Climate change,,,High impact,3,Low impact,1,High impact,3,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,5,27,2,10,18,19,13,10,20,20
1577,85140,urban,45,Male,White/Caucasian,2,2,1,Single,Employed Full-time,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,COVID,,,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,High impact,3,Low impact,1,No impact,0,Low impact,1,7,18,2.6666667,11,14,15,14,14,13,13
1579,86303,urban,69,Female,White/Caucasian,2,4,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,exyteme heat,,,Low impact,1,No impact,0,High impact,3,No impact,0,No impact,0,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,2,26,5,5,15,16,17,17,16,12
1581,86409,rural,38,Male,White/Caucasian,1,2,3,Seperated,Unemployed,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Neither,None,,,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,High impact,3,No impact,0,No impact,0,No impact,0,No impact,0,3,9,2,5,5,9,7,10,13,16
1582,85142,urban,57,Male,White/Caucasian,9,6,1,Married or Partnered,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None,,,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,27,3.3333333,10,9,12,18,8,15,9
1584,85712,urban,24,Female,Hispanic,1,2,4,Single,Employed Part-time,1,Did not vote,That there is a well-functioning social system,Autocracy,Neither,Autocracy,Pandemic,Population,,Low impact,1,Low impact,1,Low impact,1,High impact,3,Low impact,1,Low impact,1,High impact,3,Low impact,1,No impact,0,No impact,0,5,27,4,12,14,18,18,15,17,16
1585,85706,urban,72,Female,White/Caucasian,4,3,4,Widowed,Retired,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,None,,,Low impact,1,No impact,0,No impact,0,No impact,0,Medium impact,2,Low impact,1,Low impact,1,No impact,0,High impact,3,Low impact,1,6,23,3.3333333,14,7,11,19,16,18,9
1588,85306,urban,52,Female,Hispanic,1,2,2,Seperated,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,Mons99m,,,Low impact,1,Low impact,1,High impact,3,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,5,18,3.3333333,15,12,21,21,15,21,9
1589,85249,urban,54,Male,White/Caucasian,10,5,4,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,inflation,,,High impact,3,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,8,12,4.3333335,11,9,10,17,12,13,8
1591,85045,urban,32,Male,White/Caucasian,8,5,1,Single,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Economic lay offs,,,Medium impact,2,Low impact,1,Low impact,1,No impact,0,No impact,0,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,No impact,0,5,24,2.6666667,5,13,11,14,15,9,15
1595,85658,urban,65,Male,White/Caucasian,8,5,3,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,Inflation,Lack of government elected people to do what is right. Vs being forced to follow their team.,,Medium impact,2,Medium impact,2,Low impact,1,No impact,0,High impact,3,Medium impact,2,Low impact,1,Low impact,1,No impact,0,Low impact,1,5,28,4,8,10,18,19,8,12,10
1597,86440,rural,76,Male,White/Caucasian,4,3,1,Widowed,Retired,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,inflation,,,High impact,3,High impact,3,No impact,0,Medium impact,2,No impact,0,Medium impact,2,No impact,0,Low impact,1,No impact,0,No impact,0,3,20,3.6666667,11,8,12,18,9,13,8
1599,85281,urban,61,Female,White/Caucasian,2,5,1,Single,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Covid-19 Pandemic,Decline in Relevant Market Segments,Inflation in Gas and other Goods Prices,High impact,3,High impact,3,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,High impact,3,High impact,3,Low impact,1,10,27,3.3333333,5,15,21,21,16,18,7
