Respondent ID,Respondant Zip Code,Urban or Rural,Age,Gender,Ethnicity,Income Re-scaled see document for re-scaling,Education Re-scaled see document for rescaling,Household size Re-scaled see document for rescaling,Marital,Employment Simple,Elections: I think elections are fair and reliable Re-scaled see document for rescaling,"Last Election: Didn't Vote 0, Democrat 1, Republican 2",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live? ,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions? ,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled: 0=no impact 3=high impact,Energy Crisis Re-scaled 0=no impact 3=high impact,Climate Change Re-scaled 0=no impact 3=high impact,Lack of Natural Resources Re-scaled 0=no impact 3=high impact,Militarty Conflicts Re-scaled 0=no impact 3=high impact,Interstate Conflicts Re-scaled 0=no impact 3=high impact,Employment and Livelihood Re-scaled 0=no impact 3=high impact,Infectious Disease Re-scaled 0=no impact 3=high impact,AI Re-scaled 0=no impact 3=high impact,Cybersecurity Re-scaled 0=no impact 3=high impact,Composite Crisis Score (Sum of all Crisis Scores),Systems Thinking Score 0-36,Trust Score 1-5,Conspiracy 5-20,Complexity 5-20,Openness 3-21,Conscienciousness 3-21,Extroversion 3-21,Agreeableness 3-21,Neuroticism 3-21
2690,86301,Rural,65,Male,Native American,5,4,3,Married,Retired,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,3,2,3,0,2,3,3,23,22,2,9,15,11,15,11,10,11
2280,85296,Urban,69,Male,White,7,4,3,Married,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,1,3,2,3,0,3,3,21,27,5,12,8,11,21,16,19,3
2538,85255,Urban,49,Male,Hispanic,10,5,2,Married,Employed Full-time,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,1,3,3,3,1,3,2,2,24,32,4,8,12,12,17,10,15,10
2463,85257,Urban,68,Male,White,6,3,5,Married,Retired,2,0,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,3,3,3,3,2,3,2,1,24,23,2,11,16,12,14,11,12,11
2873,85702,Rural,19,Other,White,3,2,3,Single,Employed Full-time,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,1,3,3,3,2,2,1,23,24,2.3333333,11,14,12,21,20,20,8
2329,85283,Urban,51,Female,Other,5,2,1,Seperated,Employed Part-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Neither,3,1,2,1,1,1,3,3,2,2,19,24,2.6666667,7,13,13,14,13,15,10
2131,85210,Urban,56,Male,White,3,4,1,Seperated,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,2,1,3,2,3,0,3,21,25,4.3333335,7,14,13,21,13,21,5
2098,85283,Urban,70,Female,White,3,4,3,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,2,2,3,1,2,3,25,22,3.6666667,8,19,13,15,18,21,15
1487,85735,Urban,60,Female,Hispanic,1,3,1,Seperated,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,0,2,2,2,3,2,2,2,20,13,1,10,14,13,15,6,20,17
1811,85737,Rural,45,Female,Hispanic,7,2,5,Married,Employed Full-time,2,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,2,3,2,2,1,1,3,3,1,3,21,27,3.3333333,11,14,13,18,9,12,14
1967,85308,Urban,25,Female,White,5,3,4,Single,Unemployed,0,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,2,3,3,3,3,2,2,1,25,27,2.3333333,12,10,13,15,9,17,21
2289,85743,Urban,78,Female,White,6,5,5,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,3,2,2,3,2,2,2,23,20,4.3333335,8,17,14,17,12,21,3
1824,85711,Urban,32,Female,White,3,2,6,Married,Other,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,2,1,1,2,2,2,3,2,19,15,2.6666667,11,12,14,13,13,14,11
1740,85756,Rural,66,Female,White,5,4,2,Married,Retired,1,2,That there is a well-functioning social system,Democracy,Neither,Neither,2,1,0,2,0,3,1,1,3,3,16,27,3,11,11,14,11,13,13,11
1858,85338,Urban,42,Female,White,8,4,3,Married,Other,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,2,2,3,3,1,2,23,20,4,8,12,15,21,19,15,8
2703,85648,Urban,57,Female,Hispanic,3,2,5,Seperated,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Autocracy,3,2,2,2,3,2,2,3,2,2,23,36,3,9,13,15,15,21,15,13
2746,85040,Urban,40,Male,White,8,6,5,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,3,2,3,2,2,2,2,3,24,27,3.3333333,18,19,15,12,12,13,14
2104,85710,Urban,52,Female,White,4,2,6,Married,Employed Full-time,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,1,2,0,0,3,2,2,2,2,17,26,2.3333333,5,12,16,17,13,13,10
2872,85297,Urban,37,Male,Asian,1,5,3,Single,Unemployed,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,3,3,3,2,2,1,24,21,4.3333335,5,14,16,17,13,16,10
2457,85023,Urban,45,Male,White,8,5,4,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,2,2,1,2,3,1,3,2,21,26,3.3333333,13,11,16,8,12,15,12
2585,85050,Urban,36,Female,White,7,5,3,Married,Employed Full-time,1,1,That there is a well-functioning social system,Autocracy,Democracy,Democracy,1,2,1,1,2,3,1,2,3,2,18,26,3.6666667,14,15,16,14,14,12,7
2704,85142,Rural,64,Female,White,6,4,2,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,3,3,2,2,2,2,26,26,3,5,18,17,21,17,16,5
2671,85029,Urban,60,Female,White,7,2,3,Seperated,Employed Full-time,3,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,2,3,2,3,3,2,3,1,2,23,23,4,8,15,17,17,13,19,16
2194,85254,Urban,26,Male,White,4,5,3,Single,Unemployed,2,2,That there is a well-functioning social system,Autocracy,Autocracy,Autocracy,1,2,2,2,2,3,2,3,1,2,20,24,3,9,10,17,11,14,15,14
2752,86442,Urban,46,Female,White,2,3,4,Seperated,Unemployed,1,2,That there is a well-functioning social system,Democracy,Neither,Neither,3,3,2,2,1,2,3,3,1,2,22,18,2,11,11,17,21,19,20,15
1692,85716,Urban,29,Female,White,4,5,3,Married,Employed Part-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,2,2,3,3,1,2,2,24,22,3,12,10,17,15,17,19,18
1890,85225,Urban,35,Female,Hispanic,4,4,3,Single,Employed Full-time,0,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,3,2,2,3,3,1,2,25,25,3,12,13,17,17,11,14,10
1548,85042,Urban,18,Female,Asian,5,2,3,Single,Employed Part-time,2,0,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,1,2,2,3,3,1,2,23,29,3,7,14,18,18,18,12,12
2118,85043,Rural,32,Female,Hispanic,4,2,6,Married,Other,2,0,That there is a well-functioning social system,Autocracy,Neither,Neither,3,3,3,2,2,3,2,3,2,1,24,27,3.6666667,8,15,18,14,12,14,14
1923,85123,Urban,24,Female,Asian,5,6,4,Single,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,3,1,1,3,2,3,2,1,21,27,5,10,16,18,19,19,18,6
2220,85142,Rural,39,Female,White,7,3,6,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,1,2,3,1,3,1,3,22,27,3.3333333,13,11,18,18,20,19,10
2885,85302,Urban,37,Male,Other,4,2,2,Married,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,3,3,1,3,3,3,1,1,24,18,2.3333333,14,13,18,20,15,16,10
1711,85365,Urban,19,Male,White,2,2,6,Single,Employed Part-time,1,0,That there is no great gap between rich and poor,Democracy,Neither,Neither,1,1,2,2,2,2,2,2,2,3,19,23,3.6666667,18,15,18,15,10,14,4
2579,85350,Rural,30,Male,Hispanic,3,0,3,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,0,2,3,3,3,1,1,21,27,3.3333333,6,16,19,18,17,17,14
2695,85710,Urban,84,Female,White,1,2,1,Widowed,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,3,3,3,3,3,3,0,2,3,26,26,3.6666667,6,14,19,21,14,21,19
2564,85021,Urban,60,Female,White,1,2,1,Widowed,Unemployed,1,2,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,3,2,2,1,2,2,2,3,2,2,21,19,2.3333333,8,14,19,19,16,20,9
2343,85365,Rural,24,Female,White,1,3,5,Single,Other,0,0,That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,3,3,2,3,1,2,3,3,1,2,23,36,3.6666667,8,15,19,18,14,16,21
2784,85704,Urban,44,Male,Hispanic,10,5,3,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,2,3,0,1,2,2,1,3,3,17,33,4.6666665,8,16,19,20,10,20,10
2325,86326,Rural,42,Female,Native American,5,5,6,Married,Other,0,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,3,3,2,3,3,1,2,2,24,32,3.6666667,11,12,19,17,14,15,7
2601,85730,Urban,59,Female,White,3,3,5,Married,Employed Part-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,3,3,2,3,2,2,2,25,20,2.3333333,12,18,19,19,13,19,17
2424,0,Urban,68,Male,White,9,6,2,Married,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,3,0,3,3,1,2,3,3,2,23,32,1,13,7,19,21,7,21,3
1490,85021,Urban,52,Male,White,3,4,4,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,3,1,1,3,2,3,2,22,32,4,19,18,19,15,13,13,14
2469,85206,Urban,69,Female,White,7,5,3,Married,Retired,1,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,0,2,2,2,2,2,3,2,21,31,3.6666667,9,9,20,19,14,15,13
2366,85701,Urban,44,Male,Black,1,3,1,Single,Employed Part-time,1,0,That there is no great gap between rich and poor,Autocracy,Neither,Neither,2,2,1,2,2,2,2,3,2,2,20,24,2.6666667,10,14,20,20,14,14,7
2806,85345,Urban,29,Male,Black,5,5,1,Single,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,2,2,2,2,2,3,3,1,2,22,24,3.3333333,11,14,20,20,17,16,4
1601,85635,Rural,39,Female,Hispanic,3,3,4,Married,Employed Part-time,2,2,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Neither,2,3,2,1,2,2,2,3,3,1,21,29,3,12,16,20,18,15,17,11
1778,85345,Urban,38,Male,Hispanic,3,3,4,Single,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,3,3,0,3,2,3,3,25,27,4,6,16,21,17,14,21,19
2508,85251,Urban,83,Female,White,9,5,1,Married,Other,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,2,2,2,2,2,2,3,22,32,4.3333335,7,17,21,19,16,18,6
1819,85040,Urban,69,Female,Black,4,3,3,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,0,2,3,2,2,2,23,31,4.6666665,8,16,21,21,7,21,12
1612,85743,Urban,33,Male,Hispanic,7,5,5,Married,Employed Full-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,2,2,2,2,2,2,2,3,2,2,21,27,3.6666667,9,15,21,21,18,21,4
2523,86315,Rural,32,Male,White,1,3,3,Seperated,Unemployed,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,3,3,3,3,3,1,1,26,29,2.6666667,10,11,21,21,21,18,5
1521,85374,Rural,37,Male,White,5,4,4,Married,Employed Full-time,1,2,That there is no great gap between rich and poor,Democracy,Autocracy,Neither,3,2,2,2,2,3,3,2,2,1,22,28,3,10,15,21,21,15,21,12
2055,86042,Urban,30,Male,White,10,5,5,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,2,2,3,2,2,2,23,31,4,17,19,21,17,14,16,14
2545,85007,Rural,37,Male,Hispanic,3,2,6,Married,Employed Full-time,0,1,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Neither,3,3,3,2,2,1,3,3,0,3,23,30,3,6,17,6,15,12,17,12
1953,85204,Urban,77,Female,White,5,2,1,Seperated,Retired,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,3,0,0,3,2,3,3,0,2,18,11,3,7,8,6,21,15,21,21
2597,85268,Urban,66,Female,White,7,4,1,Widowed,Employed Full-time,2,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,2,2,0,3,1,2,2,2,20,20,3.6666667,10,13,8,19,8,19,11
2351,85710,Urban,66,Female,White,2,2,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,1,2,3,0,3,2,2,22,19,3.3333333,8,16,9,13,10,19,16
2769,85019,Rural,36,Female,Native American,1,2,4,Single,Unemployed,1,2,That there is no great gap between rich and poor,Autocracy,Neither,Democracy,2,2,2,3,3,2,2,3,1,2,22,19,2,12,8,9,10,16,11,15
1727,85017,Urban,39,Male,Other,5,5,3,Single,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Democracy,3,2,2,2,2,3,3,1,2,1,21,30,1.6666666,12,19,10,19,4,10,21
1476,85730,Urban,18,Female,White,8,2,4,Single,Employed Part-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,1,2,2,1,3,1,2,2,2,3,19,20,3,12,11,10,13,14,16,19
2742,85233,Urban,49,Female,Hispanic,8,5,4,Married,Unemployed,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,3,0,1,1,2,3,3,1,1,18,34,4.3333335,10,9,11,16,12,14,9
1941,85541,Rural,38,Male,White,6,5,1,Single,Other,0,2,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,3,0,0,2,1,3,3,2,1,18,28,1,15,9,11,15,4,13,21
2219,85041,Urban,38,Female,Hispanic,2,5,6,Married,Employed Part-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,2,3,1,2,2,3,1,2,21,22,3,6,13,12,21,7,20,18
2107,85234,Urban,22,Female,White,7,5,4,Single,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,2,2,2,2,1,2,2,3,2,1,19,27,3.3333333,9,18,12,20,10,18,16
2368,85022,Urban,57,Male,Black,4,2,3,Married,Retired,1,2,That there is a well-functioning social system,Autocracy,Neither,Autocracy,3,3,2,1,2,3,2,2,1,2,21,12,1.6666666,11,11,12,14,10,11,10
2134,0,Urban,28,Male,Native American,1,2,5,Married,Unemployed,0,0,That there is a well-functioning social system,Democracy,Neither,Neither,2,2,2,2,2,2,2,2,2,2,20,18,3.3333333,14,18,12,12,13,12,12
1871,85303,Urban,21,Male,Hispanic,6,5,3,Married,Employed Full-time,1,1,That there is a well-functioning social system,Democracy,Democracy,Neither,3,2,2,2,2,2,2,2,2,2,21,20,3,14,13,13,13,12,15,16
1920,85304,Urban,18,Other,White,4,2,4,Single,Employed Part-time,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,3,1,2,3,3,1,1,22,26,2.6666667,7,18,14,18,16,17,17
1726,85043,Urban,42,Female,Black,4,2,6,Married,Other,0,1,That there is no great gap between rich and poor,Democracy,Democracy,Democracy,3,1,2,3,1,2,3,3,1,1,20,30,1.6666666,8,13,14,19,8,12,14
2713,85396,Rural,54,Female,White,4,2,4,Married,Unemployed,1,2,That the people elect the respective head of state in free elections,Autocracy,Neither,Autocracy,2,2,2,2,2,2,2,2,2,2,20,27,3,9,11,14,19,16,21,13
1889,85139,Rural,21,Female,White,4,0,5,Seperated,Employed Full-time,1,0,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,2,3,2,1,1,1,3,2,1,3,19,23,2.3333333,10,12,14,17,16,19,19
2826,85295,Urban,40,Female,Asian,8,6,5,Married,Employed Full-time,2,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,1,2,2,3,2,2,3,1,2,21,25,2.3333333,10,14,14,18,12,15,15
1854,85031,Urban,27,Female,Black,1,2,1,Single,Other,2,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,2,2,2,2,2,2,2,2,2,2,20,18,3,10,16,14,18,15,16,9
2578,85746,Urban,41,Male,Hispanic,5,3,1,Single,Employed Full-time,0,0,That there is a well-functioning social system,Autocracy,Autocracy,Autocracy,3,1,1,1,0,2,3,3,1,1,16,19,3.3333333,13,13,14,17,13,18,9
2682,85351,Urban,46,Female,White,5,4,1,Single,Employed Full-time,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,3,3,3,3,1,0,3,24,33,3.6666667,5,14,15,20,20,19,8
2702,85044,Urban,68,Female,White,6,3,1,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,2,2,1,3,2,2,2,1,18,19,4.3333335,5,16,15,19,15,18,6
2805,85911,Rural,40,Female,Native American,2,3,4,Seperated,Employed Full-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,2,2,2,2,2,2,2,2,2,2,20,27,3.3333333,7,13,15,15,13,19,17
2715,85032,Urban,54,Male,White,9,6,3,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,2,0,2,2,2,2,2,18,28,3.6666667,7,15,15,18,15,17,14
2700,85340,Urban,49,Male,White,10,6,1,Seperated,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,2,2,2,2,2,2,19,28,2.6666667,10,12,15,13,13,13,13
2419,85705,Rural,23,Male,Hispanic,2,2,2,Single,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,2,3,1,1,2,0,3,3,1,3,19,15,3,10,15,15,17,15,18,18
1926,85029,Urban,42,Male,White,3,2,6,Single,Employed Full-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Autocracy,2,3,3,2,3,2,3,3,1,1,23,21,3,10,12,15,16,19,19,11
2823,0,Urban,35,Male,White,10,5,4,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,2,2,2,2,3,2,1,20,19,3.3333333,10,15,15,18,12,17,10
2236,85635,Urban,33,Male,White,4,3,3,Married,Employed Full-time,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,2,2,2,2,2,2,2,2,20,21,3,11,15,15,21,18,21,3
2252,85138,Urban,19,Male,Hispanic,8,5,2,Married,Employed Part-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,1,3,0,0,3,2,2,3,0,17,21,3,12,12,15,16,15,17,17
1790,85340,Urban,76,Male,White,5,5,1,Widowed,Retired,3,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,0,3,1,2,3,3,2,1,1,17,24,4,5,14,16,15,16,18,8
2502,86314,Rural,46,Female,Hispanic,4,3,6,Married,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Democracy,3,2,2,2,1,2,3,2,1,2,20,26,3.3333333,8,14,16,15,13,17,15
2870,85324,Rural,29,Male,Native American,5,5,4,Married,Employed Full-time,0,2,That there is a well-functioning social system,Autocracy,Autocracy,Autocracy,2,3,1,3,2,2,3,2,1,2,21,15,2.6666667,9,12,16,21,10,20,7
1562,85544,Rural,67,Male,White,5,3,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,2,2,1,1,3,3,2,21,26,4.6666665,9,17,16,17,12,21,7
2786,85233,Rural,18,Male,White,1,2,5,Married,Employed Part-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Neither,2,3,2,1,2,3,1,2,2,2,20,19,3,11,12,16,19,12,14,9
2019,85007,Urban,33,Female,Hispanic,4,2,3,Married,Employed Full-time,2,2,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Autocracy,1,3,3,0,1,2,2,3,1,2,18,24,3,16,15,16,14,13,13,12
1939,85756,Urban,26,Female,White,6,4,4,Married,Employed Full-time,2,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,0,3,2,1,1,2,3,3,1,19,30,3,5,18,17,21,13,18,11
2526,85335,Urban,43,Female,Hispanic,7,4,5,Married,Employed Full-time,1,1,That there is no great gap between rich and poor,Democracy,Neither,Democracy,3,3,3,1,1,2,3,3,1,1,21,28,3,7,16,17,15,19,20,11
2505,85044,Urban,22,Female,White,2,4,2,Married,Unemployed,2,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,1,2,1,1,2,2,2,3,1,18,32,3.6666667,10,13,17,20,20,19,19
