Respondent ID,Respondant Zip Code,Urban or Rural,Age,Gender,Ethnicity,Income,Education,Household Size,Marital,Employment,Elections: I think elections are fair and reliable Re-scaled see document for rescaling,"Last Election: Didn't Vote 0, Democrat 1, Republican 2",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live?,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions?,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled: 0=no impact 3=high impact,Energy Crisis Re-scaled 0=no impact 3=high impact,Climate Change Re-scaled 0=no impact 3=high impact,Lack of Natural Resources Re-scaled 0=no impact 3=high impact,Militarty Conflicts Re-scaled 0=no impact 3=high impact,Interstate Conflicts Re-scaled 0=no impact 3=high impact,Employment and Livelihood Re-scaled 0=no impact 3=high impact,Infectious Disease Re-scaled 0=no impact 3=high impact,AI Re-scaled 0=no impact 3=high impact,Cybersecurity Re-scaled 0=no impact 3=high impact,Composite Crisis Score (Sum of all Crisis Scores),Systems Thinking Score 0-1,Trust Score 0-1,Conspiracy 0-1,Complexity 0-1,Openness 0-1,Conscientiousness 0-1,Extraversion 0-1,Agreeableness 0-1,Neuroticism 0-1
2132,85301,Rural,56,Male,White,1,2,1,Widowed,Unemployed,0,2,That there is no great gap between rich and poor,Autocracy,Neither,Neither,3,3,0,3,3,3,3,3,0,3,24,0.6666666667,0.666666675,0.5333333333,0.6,0.6666666667,1,0.6666666667,1,0.4444444444
2744,85381,Rural,34,Female,Hispanic,5,4,5,Single,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Neither,3,3,2,1,3,2,3,3,2,2,24,0.7777777778,0.08333335,0.7333333333,0.2,0.6666666667,0.6666666667,0.4444444444,0.7222222222,0.5555555556
2371,85742,Urban,45,Male,Hispanic,5,5,6,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,3,2,1,2,2,3,3,2,2,21,0.8055555556,0.583333325,0.6666666667,0.6666666667,0.7222222222,0.6666666667,0.6111111111,0.6111111111,0.5
2152,85302,Urban,40,Male,Black,2,1,2,Married,Retired,1,0,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,3,3,3,2,3,2,3,2,2,3,26,0.6666666667,0.25,0.5333333333,0.4,0.7777777778,0.5,0.6666666667,0.4444444444,1
2326,85326,Urban,34,Male,Asian,6,5,1,Single,Employed Full-time,1,2,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Democracy,3,2,1,2,0,3,2,3,3,1,20,0.75,0.583333325,0.6666666667,0.4666666667,0.8333333333,1,0.8333333333,0.9444444444,0.2222222222
1935,85379,Urban,23,Female,White,1,2,4,Married,Other,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,3,3,1,2,3,3,3,1,2,24,0.7777777778,0.333333325,0.8666666667,0.6,0.8333333333,0.9444444444,0.9444444444,1,0.8333333333
1546,85756,Urban,24,Female,Hispanic,1,3,4,Single,Unemployed,2,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,3,2,2,3,3,2,2,26,0.7777777778,0,0.2,0.9333333333,0.8888888889,0.4444444444,0.6111111111,0.5555555556,0.6666666667
1760,85225,Urban,25,Male,White,5,3,2,Single,Other,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,3,3,3,3,3,3,0,3,27,0.7222222222,0.416666675,0.3333333333,0.6,0.8888888889,0.7222222222,0.4444444444,0.7222222222,0.7222222222
1529,85715,Urban,26,Female,Black,1,3,3,Single,Employed Full-time,2,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,3,3,2,2,3,3,1,3,26,0.5555555556,0.5,0.4666666667,0.5333333333,0.8888888889,0.6111111111,0.8333333333,0.8888888889,0.5
1556,85011,Urban,35,Female,Black,8,5,5,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,2,0,2,3,3,2,2,20,0.5277777778,0.5,0.6,0.6666666667,0.8888888889,0.7777777778,0.7222222222,0.5555555556,0.3888888889
1615,85142,Urban,47,Female,Asian,9,3,2,Married,Other,1,1,That there is no great gap between rich and poor,Democracy,Neither,Democracy,3,3,3,3,2,3,3,2,1,3,26,0.8611111111,0.583333325,0.2666666667,0.8666666667,0.9444444444,0.5555555556,1,0.6666666667,0.7222222222
2143,85233,Urban,23,Male,Asian,8,5,3,Single,Unemployed,1,0,That there is no great gap between rich and poor,Democracy,Democracy,Democracy,2,2,2,2,2,3,3,2,2,2,22,0.75,0.5,0.4,0.6666666667,0.9444444444,0.6111111111,0.5555555556,0.6666666667,0.6111111111
2053,85004,Urban,40,Male,White,8,6,4,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,3,2,1,3,2,2,2,3,23,0.5833333333,0.583333325,0.7333333333,0.6,0.9444444444,0.8888888889,0.5555555556,0.7777777778,0.2222222222
1809,85044,Urban,74,Female,White,7,6,2,Married,Retired,2,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,3,3,3,2,2,1,3,3,3,26,1,0.666666675,0.2,0.6,1,0.8888888889,0.7222222222,0.7777777778,0.5
1737,85658,Urban,48,Female,White,9,5,6,Married,Other,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,3,2,3,3,2,1,3,22,0.9722222222,1,0.2666666667,0.5333333333,1,1,1,1,0
2040,85024,Urban,56,Male,Hispanic,4,2,2,Seperated,Employed Full-time,3,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,3,3,3,3,0,3,27,1,1,0.2666666667,0.8,1,1,0.6666666667,1,0
1712,86426,Urban,37,Male,White,9,6,4,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,3,1,3,3,2,3,2,2,24,0.9722222222,0.833333375,0.3333333333,0.8666666667,1,1,0.3333333333,1,0
2417,85206,Rural,29,Female,White,2,3,6,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,1,3,0,1,2,3,3,3,1,20,0.9722222222,0.75,0.4,0.8666666667,1,0.7777777778,0.6111111111,0.9444444444,0.2222222222
2570,85015,Urban,44,Female,White,2,3,4,Married,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,1,1,1,2,3,3,3,2,1,20,0.7777777778,0.25,0.5333333333,0.4666666667,1,0.8333333333,0.5555555556,1,0.7777777778
1937,85378,Urban,33,Female,Hispanic,3,2,1,Single,Employed Part-time,3,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,3,2,2,2,2,3,3,2,2,23,0.6666666667,0.333333325,0.5333333333,0.5333333333,1,1,0.6666666667,0.6666666667,0
1847,85541,Urban,19,Male,White,2,2,2,Single,Other,0,0,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,2,3,2,3,2,2,2,2,3,3,24,0.7777777778,0.5,0.6,0.4,1,0.9444444444,0.7222222222,0.6666666667,0.4444444444
1617,85286,Urban,24,Female,White,1,2,3,Single,Unemployed,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,3,2,3,3,2,3,2,2,25,0.6388888889,0.583333325,1,0.8,1,0.7222222222,0.7222222222,1,0.6666666667
1450,85042,Rural,44,Female,White,1,1,6,Married,Unemployed,0,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,2,2,2,2,2,2,3,2,2,21,0.5555555556,0.416666675,0.6666666667,0.4666666667,0.2777777778,0.3333333333,0.3333333333,0.5,1
2427,0,Rural,55,Female,White,6,3,4,Seperated,Unemployed,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,3,3,2,2,3,3,2,2,1,23,0.8611111111,1,0.2,0.6,0.3888888889,0.8888888889,0.2777777778,1,0.3888888889
2384,85710,Urban,58,Male,White,5,6,5,Married,Employed Part-time,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,2,2,3,2,2,2,2,24,0.5277777778,0.416666675,0.4,0.6666666667,0.3888888889,0.7222222222,0.3333333333,0.7222222222,0.5555555556
2690,86301,Rural,65,Male,Native American,5,4,3,Married,Retired,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,3,2,3,0,2,3,3,23,0.6111111111,0.25,0.2666666667,0.6666666667,0.4444444444,0.6666666667,0.4444444444,0.3888888889,0.4444444444
2280,85296,Urban,69,Male,White,7,4,3,Married,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,1,3,2,3,0,3,3,21,0.75,1,0.4666666667,0.2,0.4444444444,1,0.7222222222,0.8888888889,0
2538,85255,Urban,49,Male,Hispanic,10,5,2,Married,Employed Full-time,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,1,3,3,3,1,3,2,2,24,0.8888888889,0.75,0.2,0.4666666667,0.5,0.7777777778,0.3888888889,0.6666666667,0.3888888889
2463,85257,Urban,68,Male,White,6,3,5,Married,Retired,2,0,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,3,3,3,3,2,3,2,1,24,0.6388888889,0.25,0.4,0.7333333333,0.5,0.6111111111,0.4444444444,0.5,0.4444444444
2873,85702,Rural,19,Other,White,3,2,3,Single,Employed Full-time,3,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,1,3,3,3,2,2,1,23,0.6666666667,0.333333325,0.4,0.6,0.5,1,0.9444444444,0.9444444444,0.2777777778
2329,85283,Urban,51,Female,Other,5,2,1,Seperated,Employed Part-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Neither,3,1,2,1,1,1,3,3,2,2,19,0.6666666667,0.416666675,0.1333333333,0.5333333333,0.5555555556,0.6111111111,0.5555555556,0.6666666667,0.3888888889
2131,85210,Urban,56,Male,White,3,4,1,Seperated,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,2,1,3,2,3,0,3,21,0.6944444444,0.833333375,0.1333333333,0.6,0.5555555556,1,0.5555555556,1,0.1111111111
2098,85283,Urban,70,Female,White,3,4,3,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,2,2,3,1,2,3,25,0.6111111111,0.666666675,0.2,0.9333333333,0.5555555556,0.6666666667,0.8333333333,1,0.6666666667
1487,85735,Urban,60,Female,Hispanic,1,3,1,Seperated,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,0,2,2,2,3,2,2,2,20,0.3611111111,0,0.3333333333,0.6,0.5555555556,0.6666666667,0.1666666667,0.9444444444,0.7777777778
1811,85737,Rural,45,Female,Hispanic,7,2,5,Married,Employed Full-time,2,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,2,3,2,2,1,1,3,3,1,3,21,0.75,0.583333325,0.4,0.6,0.5555555556,0.8333333333,0.3333333333,0.5,0.6111111111
1967,85308,Urban,25,Female,White,5,3,4,Single,Unemployed,0,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,2,3,3,3,3,2,2,1,25,0.75,0.333333325,0.4666666667,0.3333333333,0.5555555556,0.6666666667,0.3333333333,0.7777777778,1
2289,85743,Urban,78,Female,White,6,5,5,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,3,2,2,3,2,2,2,23,0.5555555556,0.833333375,0.2,0.8,0.6111111111,0.7777777778,0.5,1,0
1824,85711,Urban,32,Female,White,3,2,6,Married,Other,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,2,1,1,2,2,2,3,2,19,0.4166666667,0.416666675,0.4,0.4666666667,0.6111111111,0.5555555556,0.5555555556,0.6111111111,0.4444444444
1740,85756,Rural,66,Female,White,5,4,2,Married,Retired,1,2,That there is a well-functioning social system,Democracy,Neither,Neither,2,1,0,2,0,3,1,1,3,3,16,0.75,0.5,0.4,0.4,0.6111111111,0.4444444444,0.5555555556,0.5555555556,0.4444444444
1858,85338,Urban,42,Female,White,8,4,3,Married,Other,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,2,2,3,3,1,2,23,0.5555555556,0.75,0.2,0.4666666667,0.6666666667,1,0.8888888889,0.6666666667,0.2777777778
2703,85648,Urban,57,Female,Hispanic,3,2,5,Seperated,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Autocracy,3,2,2,2,3,2,2,3,2,2,23,1,0.5,0.2666666667,0.5333333333,0.6666666667,0.6666666667,1,0.6666666667,0.5555555556
2746,85040,Urban,40,Male,White,8,6,5,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,3,2,3,2,2,2,2,3,24,0.75,0.583333325,0.8666666667,0.9333333333,0.6666666667,0.5,0.5,0.5555555556,0.6111111111
2104,85710,Urban,52,Female,White,4,2,6,Married,Employed Full-time,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,1,2,0,0,3,2,2,2,2,17,0.7222222222,0.333333325,0,0.4666666667,0.7222222222,0.7777777778,0.5555555556,0.5555555556,0.3888888889
2872,85297,Urban,37,Male,Asian,1,5,3,Single,Unemployed,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,2,3,3,3,2,2,1,24,0.5833333333,0.833333375,0,0.6,0.7222222222,0.7777777778,0.5555555556,0.7222222222,0.3888888889
2457,85023,Urban,45,Male,White,8,5,4,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,2,2,1,2,3,1,3,2,21,0.7222222222,0.583333325,0.5333333333,0.4,0.7222222222,0.2777777778,0.5,0.6666666667,0.5
2585,85050,Urban,36,Female,White,7,5,3,Married,Employed Full-time,1,1,That there is a well-functioning social system,Autocracy,Democracy,Democracy,1,2,1,1,2,3,1,2,3,2,18,0.7222222222,0.666666675,0.6,0.6666666667,0.7222222222,0.6111111111,0.6111111111,0.5,0.2222222222
2704,85142,Rural,64,Female,White,6,4,2,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,3,3,2,2,2,2,26,0.7222222222,0.5,0,0.8666666667,0.7777777778,1,0.7777777778,0.7222222222,0.1111111111
2671,85029,Urban,60,Female,White,7,2,3,Seperated,Employed Full-time,3,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,2,3,2,3,3,2,3,1,2,23,0.6388888889,0.75,0.2,0.6666666667,0.7777777778,0.7777777778,0.5555555556,0.8888888889,0.7222222222
2194,85254,Urban,26,Male,White,4,5,3,Single,Unemployed,2,2,That there is a well-functioning social system,Autocracy,Autocracy,Autocracy,1,2,2,2,2,3,2,3,1,2,20,0.6666666667,0.5,0.2666666667,0.3333333333,0.7777777778,0.4444444444,0.6111111111,0.6666666667,0.6111111111
2752,86442,Urban,46,Female,White,2,3,4,Seperated,Unemployed,1,2,That there is a well-functioning social system,Democracy,Neither,Neither,3,3,2,2,1,2,3,3,1,2,22,0.5,0.25,0.4,0.4,0.7777777778,1,0.8888888889,0.9444444444,0.6666666667
1692,85716,Urban,29,Female,White,4,5,3,Married,Employed Part-time,1,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,2,2,3,3,1,2,2,24,0.6111111111,0.5,0.4666666667,0.3333333333,0.7777777778,0.6666666667,0.7777777778,0.8888888889,0.8333333333
1890,85225,Urban,35,Female,Hispanic,4,4,3,Single,Employed Full-time,0,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,3,2,2,3,3,1,2,25,0.6944444444,0.5,0.4666666667,0.5333333333,0.7777777778,0.7777777778,0.4444444444,0.6111111111,0.3888888889
1548,85042,Urban,18,Female,Asian,5,2,3,Single,Employed Part-time,2,0,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,1,2,2,3,3,1,2,23,0.8055555556,0.5,0.1333333333,0.6,0.8333333333,0.8333333333,0.8333333333,0.5,0.5
2118,85043,Rural,32,Female,Hispanic,4,2,6,Married,Other,2,0,That there is a well-functioning social system,Autocracy,Neither,Neither,3,3,3,2,2,3,2,3,2,1,24,0.75,0.666666675,0.2,0.6666666667,0.8333333333,0.6111111111,0.5,0.6111111111,0.6111111111
1923,85123,Urban,24,Female,Asian,5,6,4,Single,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,3,1,1,3,2,3,2,1,21,0.75,1,0.3333333333,0.7333333333,0.8333333333,0.8888888889,0.8888888889,0.8333333333,0.1666666667
2220,85142,Rural,39,Female,White,7,3,6,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,1,2,3,1,3,1,3,22,0.75,0.583333325,0.5333333333,0.4,0.8333333333,0.8333333333,0.9444444444,0.8888888889,0.3888888889
2885,85302,Urban,37,Male,Other,4,2,2,Married,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,3,3,1,3,3,3,1,1,24,0.5,0.333333325,0.6,0.5333333333,0.8333333333,0.9444444444,0.6666666667,0.7222222222,0.3888888889
1711,85365,Urban,19,Male,White,2,2,6,Single,Employed Part-time,1,0,That there is no great gap between rich and poor,Democracy,Neither,Neither,1,1,2,2,2,2,2,2,2,3,19,0.6388888889,0.666666675,0.8666666667,0.6666666667,0.8333333333,0.6666666667,0.3888888889,0.6111111111,0.05555555556
2579,85350,Rural,30,Male,Hispanic,3,0,3,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,0,2,3,3,3,1,1,21,0.75,0.583333325,0.06666666667,0.7333333333,0.8888888889,0.8333333333,0.7777777778,0.7777777778,0.6111111111
2695,85710,Urban,84,Female,White,1,2,1,Widowed,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,3,3,3,3,3,3,0,2,3,26,0.7222222222,0.666666675,0.06666666667,0.6,0.8888888889,1,0.6111111111,1,0.8888888889
2564,85021,Urban,60,Female,White,1,2,1,Widowed,Unemployed,1,2,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,3,2,2,1,2,2,2,3,2,2,21,0.5277777778,0.333333325,0.2,0.6,0.8888888889,0.8888888889,0.7222222222,0.9444444444,0.3333333333
2343,85365,Rural,24,Female,White,1,3,5,Single,Other,0,0,That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,3,3,2,3,1,2,3,3,1,2,23,1,0.666666675,0.2,0.6666666667,0.8888888889,0.8333333333,0.6111111111,0.7222222222,1
2784,85704,Urban,44,Male,Hispanic,10,5,3,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,2,3,0,1,2,2,1,3,3,17,0.9166666667,0.916666625,0.2,0.7333333333,0.8888888889,0.9444444444,0.3888888889,0.9444444444,0.3888888889
2325,86326,Rural,42,Female,Native American,5,5,6,Married,Other,0,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,3,3,2,3,3,1,2,2,24,0.8888888889,0.666666675,0.4,0.4666666667,0.8888888889,0.7777777778,0.6111111111,0.6666666667,0.2222222222
2601,85730,Urban,59,Female,White,3,3,5,Married,Employed Part-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,3,3,2,3,2,2,2,25,0.5555555556,0.333333325,0.4666666667,0.8666666667,0.8888888889,0.8888888889,0.5555555556,0.8888888889,0.7777777778
2424,0,Urban,68,Male,White,9,6,2,Married,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,3,0,3,3,1,2,3,3,2,23,0.8888888889,0,0.5333333333,0.1333333333,0.8888888889,1,0.2222222222,1,0
1490,85021,Urban,52,Male,White,3,4,4,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,3,1,1,3,2,3,2,22,0.8888888889,0.75,0.9333333333,0.8666666667,0.8888888889,0.6666666667,0.5555555556,0.5555555556,0.6111111111
2469,85206,Urban,69,Female,White,7,5,3,Married,Retired,1,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,0,2,2,2,2,2,3,2,21,0.8611111111,0.666666675,0.2666666667,0.2666666667,0.9444444444,0.8888888889,0.6111111111,0.6666666667,0.5555555556
2366,85701,Urban,44,Male,Black,1,3,1,Single,Employed Part-time,1,0,That there is no great gap between rich and poor,Autocracy,Neither,Neither,2,2,1,2,2,2,2,3,2,2,20,0.6666666667,0.416666675,0.3333333333,0.6,0.9444444444,0.9444444444,0.6111111111,0.6111111111,0.2222222222
2806,85345,Urban,29,Male,Black,5,5,1,Single,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,2,2,2,2,2,3,3,1,2,22,0.6666666667,0.583333325,0.4,0.6,0.9444444444,0.9444444444,0.7777777778,0.7222222222,0.05555555556
1601,85635,Rural,39,Female,Hispanic,3,3,4,Married,Employed Part-time,2,2,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Neither,2,3,2,1,2,2,2,3,3,1,21,0.8055555556,0.5,0.4666666667,0.7333333333,0.9444444444,0.8333333333,0.6666666667,0.7777777778,0.4444444444
1778,85345,Urban,38,Male,Hispanic,3,3,4,Single,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,3,3,0,3,2,3,3,25,0.75,0.75,0.06666666667,0.7333333333,1,0.7777777778,0.6111111111,1,0.8888888889
